model,n_obs,vuln_beta,gdppc_beta,ect_debt,ect_vuln,ect_gdppc,gdp_growth_coef,current_acct_coef,inflation_coef,fiscal_coef,remittances_coef
Enriched,617,-105.18581838575543,-8.249698204818227e-4,-0.16323808970352044,5.1783081116956145e-5,-1.8050030784008801,-0.6074718947205251,-0.23133741828984516,0.07994585726331901,-0.05171710299126362,-0.1429813609219227
