model,n_obs,vuln_beta,gdppc_beta,ect_debt,ect_vuln,ect_gdppc,gdp_growth_coef,current_acct_coef,inflation_coef
Baseline,642,-108.17049417834117,-5.962426688382779e-4,-0.15558138512179465,5.065246739183723e-5,-1.7583852948849377,-0.6343551877721777,-0.20595615382613194,0.05491313832998101
