model,n_obs,vuln_beta,gdppc_beta,ect_debt,ect_vuln,gdp_growth_coef,current_acct_coef,fiscal_coef,remittances_coef,d_gfc_coef,d_comm_coef,d_covid_coef
With breaks,617,-105.18581838575543,-8.249698204818227e-4,-0.16364963775513197,5.15820669279634e-5,-0.5759368357705775,-0.23007243537488162,-0.018870458766655305,-0.17360439210525264,-1.1440205323656365,1.2241033640673091,5.419882292737737
